cnpj;setor;nome;ID
63802680000187;Comércio atacadista de tecidos;FELIPE FERREIRA RIBEIRO NETO EIRELI;2452
63917579000171;Cooperativas centrais de crédito;COOPERATIVA CENTRAL DE CREDITO DO ESTADO DE SAO PAULO - SICOOB SAO PAULO;2453
63935829000104;Edição integrada à impressão de cadastros, listas e outros produtos gráficos;SPIRAL DO BRASIL LTDA;2454
63972277000104;Construção de edifícios;CONSTRUTORA CRONACON LTDA;2455
64366149000171;Construção de edifícios;ENNGEMAPE ENGENHARIA E EMPREENDIMENTOS LTDA - EPP;2456
64483720000138;Holdings de instituições não-financeiras;TANGRAN EMPREENDIMENTOS E PARTICIPACOES LTDA;2457
64667728000154;Obras de montagem industrial;NIPLAN ENGENHARIA S.A.;2458
64904295000103;Beneficiamento de arroz;CAMIL ALIMENTOS S/A;2459
64904295000456;Beneficiamento de arroz;CAMIL ALIMENTOS S/A;2460
64907926000148;Edição integrada à impressão de livros;LASER PRESS GRAFICA E EDITORA LTDA.;2461
65035222000195;Obras de urbanização - ruas, praças e calçadas;ERA-TECNICA ENGENHARIA CONSTRUCOES E SERVICOS LTDA;2462
65172140000192;Impressão de livros, revistas e outras publicações periódicas;TCS SOLUCOES GRAFICAS E EDITORA LTDA;2463
65184277000248;Fabricação de estruturas metálicas;FLASAN COMERCIAL E INDUSTRIA DE PERFIS DE ACO LTDA;2464
65529612000111;Serviços especializados para construção não especificados anteriormente;SILT CONSTRUCOES E ENGENHARIA LTDA.;2465
65646127000128;Agenciamento de espaços para publicidade, exceto em veículos de comunicação;VIP OUTDOOR & PAINEIS S/S LTDA - EPP;2466
65699902000103;Compra e venda de imóveis próprios;RUBI'S EMPREENDIMENTOS IMOBILIARIOS LTDA;2467
65718777000131;Incorporação de empreendimentos imobiliários;GIOPRIS EMPREENDIMENTOS IMOBILIARIOS LTDA;2468
65882680000160;Fabricação de amidos e féculas de vegetais;SYRAL HALOTEK S.A.;2469
66063256000156;Atividades de vigilância e segurança privada;MASTER SECURITY SEGURANCA PATRIMONIAL LTDA;2470
66074600000102;Aluguel de imóveis próprios;KEEPER PROJETOS E ASSESSORIA LTDA;2471
66117474000126;Holdings de instituições não-financeiras;LTD ADMINISTRACAO E PARTICIPACOES S/A;2472
66260415000102;Fabricação de equipamentos e acessórios para segurança pessoal e profissional;GLAGIO DO BRASIL LTDA;2473
66289471000170;Construção de rodovias e ferrovias;LIBE CONSTRUTORA LIMITADA;2474
66418765000154;Construção de rodovias e ferrovias;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;2475
66440215000131;Comércio varejista de combustíveis para veículos automotores;POSTO 3000 LTDA;2476
66618653000147;Sociedades de fomento mercantil - factoring;DANIELE BANCO-FOMENTO COMERCIAL E PARTICIPACOES LTDA - EPP;2477
66742636000117;Extração de areia, cascalho ou pedregulho e beneficiamento associado;SARPAV-MINERADORA LTDA;2478
66806555000133;Construção de rodovias e ferrovias;FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.;2479
66869686000160;Serviços advocatícios;GLEZIO ROCHA ADVOGADOS ASSOCIADOS;2480
66941675000143;Captação, tratamento e distribuição de água;PINGO DE CRISTAL DISTRIBUIDORA DE AGUA LTDA - EPP;2481
67111245000167;Edição integrada à impressão de cadastros, listas e outros produtos gráficos;ART LASER GRAFICA E EDITORA LTDA.;2482
67192609000180;Construção de edifícios;M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA;2483
67313221000190;Atividades de teleatendimento;CONTAX-MOBITEL S.A.;2484
67562884000491;Reprodução de som em qualquer suporte;SONOPRESS - RIMO INDUSTRIA E COMERCIO FONOGRAFICA S.A.;2485
67620377000114;Fabricação de produtos de carne;MINERVA S.A.;2486
67883660000139;#NULO;LINCE GRAFICA E EDITORA LTDA - EPP;2487
67899278000113;Impressão de material para outros usos;GIBIN & MICHELIN ARTES GRAFICAS LTDA - ME;2488
68446103000113;Comércio atacadista de medicamentos e drogas de uso humano;LOGIMED DISTRIBUIDORA SOCIEDADE EMPRESARIA LIMITADA;2489
68528017000150;Construção de rodovias e ferrovias;CONSTRUTORA COWAN S/A;2490
68528033000142;Comércio varejista de calçados;GEFERSON CALCADOS LTDA - EPP;2491
68912054000167;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional;ROSOLEN TRANSPORTES E TURISMO LTDA - EPP;2492
69037133000139;Fabricação de celulose e outras pastas para a fabricação de papel;BAHIA SPECIALTY CELLULOSE SA;2493
69064392000159;Comércio a varejo de automóveis, camionetas e utilitários novos;T LINE VEICULOS LTDA;2494
69162089000199;Fabricação de artefatos de cimento para uso na construção;BLOCO RENGER INDUSTRIA COMERCIO E SERVICO DE ENGENHARIA EIRELI;2495
69258911000110;Criação de frangos para corte;ZANCHETTA ALIMENTOS LTDA;2496
69339216000182;Obras de terraplenagem;ENGEROCHA PAULISTA COMERCIO E REPRESENTACOES LTDA;2497
69577211000198;Comércio varejista de vidros;REY DO VIDRO LTDA. - EPP;2498
69698660000194;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;KROMA VIDEO E SERVICOS LTDA - ME;2499
69699742000153;Construção de estações e redes de telecomunicações;ARM TELECOMUNICACOES E SERVICOS DE ENGENHARIA SA;2500
70097530000185;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;NELFARMA COMERCIO DE PRODUTOS QUIMICOS LTDA;2501
70112925000100;Preparação e fiação de fibras de algodão;FIACAO PATAMUTE LTDA;2502
70143110000198;Atividades de contabilidade;F JOSE DA COSTA - ME;2503
70360946000144;Extração e britamento de pedras e outros materiais para construção e beneficiamento associado;MINERACAO CAMPO GRANDE LTDA;2504
70948146000149;Serviços de engenharia;SIMP - SERVICOSDE INSTALACAO, MONTAGENS E PROJETOS LTDA;2505
71027866000134;Bancos múltiplos, com carteira comercial;BANCO BONSUCESSO S.A.;2506
71063705000104;Edição integrada à impressão de cadastros, listas e outros produtos gráficos;FLAUSIO ANTONIO SANTOS OLIVIERI - EPP;2507
71077747000196;Impressão de livros, revistas e outras publicações periódicas;ATIVIDADE EDITORA GRAFICA LIMITADA - EPP;2508
71087340000140;"Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças";TECNOFINK LTDA;2509
71241731000177;Outras obras de engenharia civil não especificadas anteriormente;FLAPA MINERACAO E INCORPORACOES LTDA;2510
71320915000122;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;COOPERATIVA DOS PLANTADORES DE CANA DO OESTE DO ESTADO DE SAO PAULO;2511
71322150003932;Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;SAVEGNAGO-SUPERMERCADOS LTDA;2512
71352553000151;Comércio atacadista de café em grão;EXPOCACCER- COOPERATIVA DOS CAFEICULTORES DO CERRADO LTDA.;2513
71448047000160;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;MACER DROGUISTAS LTDA;2514
71461495000102;Fabricação de componentes eletrônicos;MIC SUPORTE INDUSTRIA LTDA;2515
71474936000100;Serviços de engenharia;CARVALHO QUEIROZ ENGENHARIA LTDA;2516
71702716000189;Comércio atacadista de equipamentos de informática;OFFICER S.A. DISTRIBUIDORA DE PRODUTOS DE TECNOLOGIA;2517
71779870000159;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;COMERCIAL DE PERFUMES AKY LTDA - ME;2518
72114994000188;Fabricação de refrigerantes;CVI REFRIGERANTES LTDA;2519
72251937000140;Gestão e administração da propriedade imobiliária;CFL GESTAO E ADMINISTRACAO DE OBRAS EM EMPREENDIMENTOS IMOBILIARIOS LTDA;2520
72570740000174;Construção de edifícios;FUJITA ENGENHARIA LTDA;2521
72820822000120;Operadoras de televisão por assinatura por satélite;SKY BRASIL SERVICOS LTDA;2522
72907595000417;Fabricação de papel;MD PAPEIS LTDA.;2523
72998453000160;Fabricação de estruturas metálicas;ALUBOND INDUSTRIA E COMERCIO LTDA;2524
73085573000139;Cooperativas de crédito mútuo;COOPERATIVA CENTRAL DE CREDITO DO ESTADO DE SAO PAULO LTDA - UNICRED CENTRAL SP;2525
73188336000101;Construção de edifícios;PROVENCE CONSTRUTORA LTDA;2526
73282907000164;Atividades de organizações políticas;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO PSTU;2527
73365561000168;Comércio atacadista de cerveja, chope e refrigerante;FORCA NOVA DISTRIBUIDORA DE BEBIDAS LTDA;2528
73410326000160;Fabricação de cervejas e chopes;CERVEJARIA PETROPOLIS S/A;2529
73461725000150;Pintura para sinalização em pistas rodoviárias e aeroportos;SINALIZADORA PAULISTA CONSTRUCAO E SINALIZACAO LTDA;2530
73505349000230;Comércio varejista especializado de equipamentos e suprimentos de informática;H2L EQUIPAMENTOS E SISTEMAS LTDA;2531
73509440000142;Obras de terraplenagem;GENERAL CONTRACTOR CONSTRUTORA EIRELI;2532
73622748000108;Corretoras de câmbio;B & T ASSOCIADOS CORRETORA DE CAMBIO LTDA;2533
73663114000195;Atividades de teleatendimento;TEL TELEMATICA E MARKETING LTDA;2534
73702649000128;Fornecimento de alimentos preparados preponderantemente para empresas;PREMIER COMERCIO DE ALIMENTOS LTDA;2535
73706780000163;Comércio varejista de medicamentos veterinários;MEROTTI & MENDES LTDA;2536
73737686000171;Curtimento e outras preparações de couro;INDUSPAN INDUSTRIA E COMERCIO DE COUROS PANTANAL LTDA;2537
73780462000142;Edição integrada à impressão de cadastros, listas e outros produtos gráficos;RUBENS MURILLO GUELPA ROSSI - EPP;2538
73783649000108;Impressão de livros, revistas e outras publicações periódicas;GRAFICA PRINT INDUSTRIA E EDITORA LTDA;2539
73812521000117;Comércio a varejo de automóveis, camionetas e utilitários novos;OESTE VEICULOS LTDA;2540
73819179000187;Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente;POST CARE SERVICOS MEDICOS - EPP;2541
73856593000166;Fabricação de medicamentos alopáticos para uso humano;PRATI, DONADUZZI & CIA LTDA;2542
73878969000133;Obras de terraplenagem;CRC ENGENHARIA LTDA;2543
74100975000128;Construção de edifícios;PRISMA EDIFICACOES LTDA;2544
74249897000128;Construção de edifícios;MULTIMIL CONSTRUTORA LTDA;2545
74392408000192;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;SINALRONDA-SINALIZACAO VIARIA E SERVICOS LTDA.;2546
74451022000104;Corretoras de títulos e valores mobiliários;TOV CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS LTDA;2547
74492604000139;Holdings de instituições não-financeiras;MTG ADMINISTRACAO, ASSESSORIA E PARTICIPACOES S/A;2548
74533787000193;Arrendamento mercantil;EVEREST LEASING S.A. ARRENDAMENTO MERCANTIL;2549
74572173000110;Comércio por atacado de peças e acessórios novos para veículos automotores;KMB DISTRIBUIDORA LTDA;2550
74871823000129;Serviços de engenharia;AZAMBUJA ENGENHARIA E GEOTECNIA LTDA;2551
75364570000160;Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida;A.M.C. TEXTIL LTDA.;2552
75534974000154;Construção de rodovias e ferrovias;CONFER CONSTRUTORA FERNANDES LTDA;2553
75554030000149;Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação;CONENGE-SC CONSTRUCOES E ENGENHARIA LTDA.;2554
75911438000120;Construção de obras-de-arte especiais;ARTELESTE CONSTRUCOES LTDA;2555
75962480000170;Edição integrada à impressão de cadastros, listas e outros produtos gráficos;EXKLUSIVA GRAFICA E EDITORA LTDA;2556
76094838000153;Edição integrada à impressão de cadastros, listas e outros produtos gráficos;GRAFICA IGOL LTDA - EPP;2557
76157676000155;Impressão de material para outros usos;GRAFICA CAPITAL LTDA;2558
76198100000136;Construção de edifícios;AMERC CONSTRUCOES CIVIS LTDA - EPP;2559
76519974000148;Construção de rodovias e ferrovias;J. MALUCELLI CONSTRUTORA DE OBRAS S/A;2560
76590884000143;Planos de saúde;UNIMED DO EST DE STA CAT FED ESTADUAL DAS COOP MEDICAS;2561
76614254000161;Construção de rodovias e ferrovias;SULCATARINENSE MIN ARTEF DE CIM BRIT E CONSTRUCOES LTDA;2562
77153773000132;Fabricação de estruturas metálicas;BRAFER CONSTRUCOES METALICAS S A;2563
77392256000116;Incorporação de empreendimentos imobiliários;VILLAGE CONSTRUCOES LTDA;2564
77500049000308;Comércio varejista de móveis;MERCADOMOVEIS LTDA;2565
77578623000170;Construção de edifícios;CASAALTA CONSTRUCOES LTDA;2566
77728343000100;Serviços de engenharia;VEGA ENGENHARIA E CONSULTORIA LTDA;2567
77738151000176;Produção de sementes certificadas, exceto de forrageiras para pasto;SEMENTES GUERRA LTDA.;2568
77753275000120;Comércio atacadista de cereais e leguminosas beneficiados;MOINHO IGUACU AGROINDUSTRIAL LTDA.;2569
77911261000198;Cultivo de pinus;INDUSTRIA DE COMPENSADOS GUARARAPES LTDA;2570
77941490000155;Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;GAZIN INDUSTRIA E COMERCIO DE MOVEIS E ELETRODOMESTICOS LTDA;2571
77955532000107;Construção de rodovias e ferrovias;CONSTRUTORA TRIUNFO S/A;2572
77997732000122;Construção de edifícios;AW EMPREENDIMENTOS IMOBILIARIOS LTDA;2573
78004462000174;Serviços de engenharia;APPE ASSESSORIA PARA PROJETOS ESPECIAIS LTDA;2574
78134194000105;Construção de rodovias e ferrovias;HORIZONTE CONSTRUTORA LTDA;2575
78739158000175;Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação;ITAJUI ENGENHARIA DE OBRAS LTDA;2576
78759701000104;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;SITA - TRANSPORTE DE CARGAS S/A.;2577
78774338000198;Edição de livros;TOTAL EDITORA - EIRELI;2578
78774338000279;Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente;TOTAL EDITORA - EIRELI;2579
78876950000171;Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias;CIA. HERING;2580
78909603000106;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;PATOAGRO PRODUTOS AGRICOLAS LTDA;2581
78935400000186;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;FARMACIA VALE VERDE LTDA;2582
79038097000181;Comércio atacadista de soja;BELAGRICOLA COM E REP DE PRODUTOS AGRICOLAS LTDA;2583
79143970000104;Construção de edifícios;DORIA CONSTRUCOES CIVIS LTDA;2584
79147047000132;Impressão de livros, revistas e outras publicações periódicas;GRAFICA REGENTE LTDA;2585
79201539000169;Construção de rodovias e ferrovias;CAVALCA CONSTRUCOES E MINERACAO LTDA;2586
79345583000142;Comércio varejista especializado de equipamentos e suprimentos de informática;TELETEX COMPUTADORES E SISTEMAS LTDA;2587
79430682000122;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;FARMACIA E DROGARIA NISSEI S.A.;2588
79730008000163;Impressão de livros, revistas e outras publicações periódicas;GRAFICA MANSAO LTDA - EPP;2589
79788766000132;Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente;BRINK MOBIL EQUIPAMENTOS EDUCACIONAIS LTDA;2590
79788766000566;Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente;BRINK MOBIL EQUIPAMENTOS EDUCACIONAIS LTDA;2591
80189905000190;Impressão de material para uso publicitário;RODERLEI LOPES LEITE GRAFICA - ME;2592
80378052000135;Serviços de engenharia;INTERTECHNE CONSULTORES S. A.;2593
80418205000120;Extração de carvão mineral;CARBONIFERA CATARINENSE LTDA EM RECUPERACAO JUDICIAL;2594
80731037000129;Atividades de agenciamento marítimo;SEATRADE SERVICOS PORTUARIOS E LOGISTICOS LTDA;2595
80925126000106;Atividades de organizações políticas;DIRETORIO MUNICIPAL DE LONDRINA DO PARTIDO DOS TRABALHADORES;2596
80996861000100;Serviços de engenharia;PROSUL PROJETOS SUPERVISAO E PLANEJAMENTO LTDA;2597
81183808000153;Atividades de organizações políticas;PARTIDO SOCIALISTA BRASILEIRO;2598
81315426000136;Produção de tubos de aço com costura;TUPER S/A;2599
81584278000155;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;COOPERATIVA AGROINDUSTRIAL COPAGRIL;2600
81716144000140;Atividades do Operador Portuário;ROCHA TERMINAIS PORTUARIOS E LOGISTICA S.A.;2601
81905176000194;Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada;BERNECK S.A. PAINEIS E SERRADOS;2602
82381815000122;Fabricação de produtos do refino de petróleo;CBB INDUSTRIA E COMERCIO DE ASFALTOS E ENGENHARIA LTDA;2603
82624776000147;Planos de saúde;UNIMED DE BLUMENAU COOPERATIVA DE TRABALHO MEDICO;2604
82901000000127;Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios;INTELBRAS S.A. INDUSTRIA DE TELECOMUNICACAO ELETRONICA BRASILEIRA;2605
83054478000121;Fabricação de chapas e de embalagens de papelão ondulado;ADAMI SA MADEIRAS;2606
83249078000171;Fabricação de estruturas metálicas;BRAMETAL S/A;2607
83286500000169;Extração de carvão mineral;INDUSTRIA CARBONIFERA RIO DESERTO LTDA;2608
83299743000131;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;LUDOVICO J. TOZZO LTDA;2609
